#Clover,Crystal,Segment,X,Y,Z
4,3,5,180.099,87.8616,142.394
4,3,6,163.64,79.63,160.776
4,3,7,156.183,97.7017,162.702
5,0,0,-105.481,67.1817,-177.967
5,0,1,-119.814,76.1259,-160.533
5,0,2,-125.395,61.7782,-159.459
5,0,3,-110.619,54.0563,-175.602
5,0,4,-130.797,80.333,-210.857
5,0,5,-146.123,89.9386,-192.826
5,0,6,-152.806,73.9488,-190.658
5,0,7,-136.184,66.0639,-209.074
5,1,0,-150.08,95.615,-125.083
5,1,1,-157.703,76.9648,-123.034
5,1,2,-143.086,70.4535,-139.751
5,1,3,-135.651,86.1873,-141.971
5,1,4,-179.859,110.278,-153.334
5,1,5,-188.299,91.1643,-151.213
5,1,6,-171.803,82.9767,-169.609
5,1,7,-164.391,101.009,-171.421
5,2,0,-105.481,67.1817,-177.967
5,2,1,-119.814,76.1259,-160.533
5,2,2,-125.395,61.7782,-159.459
5,2,3,-110.619,54.0563,-175.602
5,2,4,-130.797,80.333,-210.857
5,2,5,-146.123,89.9386,-192.826
5,2,6,-152.806,73.9488,-190.658
5,2,7,-136.184,66.0639,-209.074
5,3,0,-150.08,95.615,-125.083
5,3,1,-157.703,76.9648,-123.034
5,3,2,-143.086,70.4535,-139.751
5,3,3,-135.651,86.1873,-141.971
5,3,4,-179.859,110.278,-153.334
5,3,5,-188.299,91.1643,-151.213
5,3,6,-171.803,82.9767,-169.609
5,3,7,-164.391,101.009,-171.421
6,0,0,-90.0317,77.5393,-37.4119
6,0,1,-89.8354,77.1362,-13.1381
6,0,2,-99.1161,55.9472,-13.91
6,0,3,-99.0844,55.1723,-37.1095
6,0,4,-128.84,97.2673,-40.5599
6,0,5,-128.744,97.4978,-15.0203
6,0,6,-138.706,73.4493,-14.7784
6,0,7,-138.613,73.6719,-40.8084
6,1,0,-90.0208,77.5657,37.3833
6,1,1,-98.9999,55.0112,37.086
6,1,2,-99.1348,55.9026,13.9584
6,1,3,-89.9555,77.2113,13.2546
6,1,4,-128.916,97.0839,40.7584
6,1,5,-138.689,73.4884,41.0078
6,1,6,-138.782,73.2649,14.9779
6,1,7,-128.821,97.3135,15.2189
6,2,0,-90.0317,77.5393,-37.4119
6,2,1,-89.8354,77.1362,-13.1381
6,2,2,-99.1161,55.9472,-13.91
6,2,3,-99.0844,55.1723,-37.1095
6,2,4,-128.84,97.2673,-40.5599
6,2,5,-128.744,97.4978,-15.0203
6,2,6,-138.706,73.4493,-14.7784
6,2,7,-138.613,73.6719,-40.8084
6,3,0,-90.0208,77.5657,37.3833
6,3,1,-98.9999,55.0112,37.086
6,3,2,-99.1348,55.9026,13.9584
6,3,3,-89.9555,77.2113,13.2546
6,3,4,-128.916,97.0839,40.7584
6,3,5,-138.689,73.4884,41.0078
6,3,6,-138.782,73.2649,14.9779
6,3,7,-128.821,97.3135,15.2189
7,0,0,-118.491,-8.83349,-37.4119
7,0,1,-118.067,-8.97974,-13.1381
7,0,2,-109.646,-30.525,-13.91
7,0,3,-109.076,-31.0505,-37.1095
7,0,4,-159.882,-22.3252,-40.5599
7,0,5,-159.977,-22.0948,-15.0203
7,0,6,-150.016,-46.1433,-14.7784
7,0,7,-150.108,-45.9206,-40.8084
7,1,0,-118.502,-8.80707,37.3833
7,1,1,-108.902,-31.1047,37.086
7,1,2,-109.628,-30.5698,13.9584
7,1,3,-118.205,-9.01148,13.2546
7,1,4,-159.806,-22.5086,40.7584
7,1,5,-150.032,-46.1041,41.0078
7,1,6,-149.94,-46.3276,14.9779
7,1,7,-159.901,-22.279,15.2189
7,2,0,-118.491,-8.83349,-37.4119
7,2,1,-118.067,-8.97974,-13.1381
7,2,2,-109.646,-30.525,-13.91
7,2,3,-109.076,-31.0505,-37.1095
7,2,4,-159.882,-22.3252,-40.5599
7,2,5,-159.977,-22.0948,-15.0203
7,2,6,-150.016,-46.1433,-14.7784
7,2,7,-150.108,-45.9206,-40.8084
7,3,0,-118.502,-8.80707,37.3833
7,3,1,-108.902,-31.1047,37.086
7,3,2,-109.628,-30.5698,13.9584
7,3,3,-118.205,-9.01148,13.2546
7,3,4,-159.806,-22.5086,40.7584
7,3,5,-150.032,-46.1041,41.0078
7,3,6,-149.94,-46.3276,14.9779
7,3,7,-159.901,-22.279,15.2189
8,0,0,-38.0188,172.586,123.816
8,0,1,-34.4396,155.522,140.71
8,0,2,-50.8259,149.812,138.528
8,0,3,-56.5487,164.916,121.861
8,0,4,-48.5044,203.922,152.25
8,0,5,-44.1526,186.422,170.338
8,0,6,-62.1381,178.915,168.499
8,0,7,-67.9934,196.377,150.103
8,1,0,-26.6257,120.944,176.708
8,1,1,-39.5572,115.17,174.222
8,1,2,-44.5244,131.139,158.231
8,1,3,-30.4271,137.399,159.472
8,1,4,-35.3068,147.933,209.729
8,1,5,-49.1732,141.662,207.947
8,1,6,-55.3574,158.988,189.531
8,1,7,-39.3469,165.564,191.698
8,2,0,-38.0188,172.586,123.816
8,2,1,-34.4396,155.522,140.71
8,2,2,-50.8259,149.812,138.528
8,2,3,-56.5487,164.916,121.861
8,2,4,-48.5044,203.922,152.25
8,2,5,-44.1526,186.422,170.338
8,2,6,-62.1381,178.915,168.499
8,2,7,-67.9934,196.377,150.103
8,3,0,-26.6257,120.944,176.708
8,3,1,-39.5572,115.17,174.222
8,3,2,-44.5244,131.139,158.231
8,3,3,-30.4271,137.399,159.472
8,3,4,-35.3068,147.933,209.729
8,3,5,-49.1732,141.662,207.947
8,3,6,-55.3574,158.988,189.531
8,3,7,-39.3469,165.564,191.698
9,0,0,-173.744,-38.5394,125.059
9,0,1,-156.685,-34.9358,141.953
9,0,2,-150.977,-51.3141,139.787
9,0,3,-166.078,-57.0447,123.121
9,0,4,-205.08,-49.018,153.497
9,0,5,-187.586,-44.647,171.584
9,0,6,-180.08,-62.6251,169.759
9,0,7,-197.539,-68.4877,151.363
9,1,0,-122.118,-27.071,177.95
9,1,1,-116.341,-40.0273,175.481
9,1,2,-132.307,-45.0022,159.491
9,1,3,-138.568,-30.8968,160.715
9,1,4,-149.106,-35.7591,210.975
9,1,5,-142.832,-49.645,209.207
9,1,6,-160.155,-55.8364,190.791
9,1,7,-166.732,-39.8184,192.944
9,2,0,-173.744,-38.5394,125.059
9,2,1,-156.685,-34.9358,141.953
9,2,2,-150.977,-51.3141,139.787
9,2,3,-166.078,-57.0447,123.121
9,2,4,-205.08,-49.018,153.497
9,2,5,-187.586,-44.647,171.584
9,2,6,-180.08,-62.6251,169.759
9,2,7,-197.539,-68.4877,151.363
9,3,0,-122.118,-27.071,177.95
9,3,1,-116.341,-40.0273,175.481
9,3,2,-132.307,-45.0022,159.491
9,3,3,-138.568,-30.8968,160.715
9,3,4,-149.106,-35.7591,210.975
9,3,5,-142.832,-49.645,209.207
9,3,6,-160.155,-55.8364,190.791
9,3,7,-166.732,-39.8184,192.944
